"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-jGFFOr href","sc-1hp8d8a-0","sc-1q7bklc-1","sc-jGFFOr href 2","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-jGFFOr href 3","sc-1hez2tp-0 14","sc-1hez2tp-0 15","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-1hez2tp-0 19","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-1hez2tp-0 22","sc-s1isp7-5 src 18","sc-1hez2tp-0 23","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-1q7bklc-1 4"
"star-fill","star-fill","star-fill","50% OFF up to 100","41 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Mughlai, Chinese, Kebab, Seafood, Sandwich, Biryani, Sichuan","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","1925+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","1925+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","31 min","https://www.zomato.com/mumbai/colaba-restaurants","Asian, Chinese, Thai, Fast Food, Healthy Food, Burmese, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","500+ orders placed from here recently","https://www.zomato.com/mumbai/roshan-bakery-restaurant-mohammad-ali-road/order","Roshan Bakery & Restaurant","4.0","https://www.zomato.com/mumbai/busago-1-colaba/order","BusaGo","4.1","50% OFF up to 100","https://www.zomato.com/mumbai/kitchen-garden-by-suzette-colaba/order","32 min","Cafe, Beverages, Salad, Healthy Food, Desserts","Kitchen Garden By Suzette","3.8","₹100 for one","750+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","500+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","33 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Tea, Beverages, Street Food, Sandwich, Fast Food","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","","https://www.zomato.com/mumbai/colaba-restaurants","16 min","https://www.zomato.com/mumbai/colaba-restaurants","Bakery, Desserts, Healthy Food","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","","200+ orders placed from here recently","https://www.zomato.com/mumbai/tea-post-fort/order","Tea Post","3.8","https://www.zomato.com/mumbai/the-bakers-dozen-colaba/order","The Baker's Dozen","4.3","50% OFF up to 100","https://www.zomato.com/mumbai/sahil-kitchen-mohammad-ali-road/order","49 min","Kebab, Mughlai, North Indian, Seafood, Chinese, Biryani, Sichuan","Sahil Kitchen","3.3","₹100 for one","250+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","43 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Chinese, South Indian, Fast Food, Street Food, Desserts, Beverages, Shake","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","1750+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","1750+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","39 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Shake, Continental","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","4375+ orders placed from here recently","https://www.zomato.com/mumbai/kanishka-tardeo/order","Kanishka","3.7","https://www.zomato.com/mumbai/casa-blanca-byculla/order","Casa Blanca","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/maharashtra-hotel-fort/order","32 min","North Indian, South Indian, Sandwich, Biryani, Beverages","Maharashtra Hotel","4.0","₹200 for one","975+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","4375+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","975+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","23 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Bakery, Desserts, Shake, Coffee, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","1075+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","1075+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","31 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Seafood, Cantonese, Asian, Thai","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","2375+ orders placed from here recently","https://www.zomato.com/mumbai/sassy-teaspoon-nariman-point/order","Sassy Teaspoon","4.2","https://www.zomato.com/mumbai/mr-chows-colaba/order","Mr. Chow's","4.3","50% OFF up to 100","https://www.zomato.com/mumbai/cafe-zeenat-mumbai-central/order","37 min","Chinese, North Indian, Mughlai","Cafe Zeenat","3.8","₹200 for one","2850+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","2375+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","2850+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","31 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Sandwich, Pizza, Rolls, Fast Food, Street Food, Juices, Shake, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","4125+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","4125+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","37 min","https://www.zomato.com/mumbai/colaba-restaurants","Middle Eastern, Lebanese, Healthy Food","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","1975+ orders placed from here recently","https://www.zomato.com/mumbai/bachelorrs-chowpatty/order","Bachelorr's","3.9","https://www.zomato.com/mumbai/falafels-1-tardeo/order","Falafel's","4.1","50% OFF up to 100","https://www.zomato.com/mumbai/china-box-co-fort/order","32 min","Chinese, Sichuan","China Box Co","3.9","₹200 for one","950+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","1975+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","950+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","42 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Bakery, Mithai, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","2675+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","2675+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","29 min","https://www.zomato.com/mumbai/colaba-restaurants","Mithai, Ice Cream, Desserts, Paan, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","","4650+ orders placed from here recently","https://www.zomato.com/mumbai/mithiyaj-byculla/order","Mithiyaj","4.4","https://www.zomato.com/mumbai/parsi-dairy-farm-kalbadevi/order","Parsi Dairy Farm","4.3","50% OFF up to 100","https://www.zomato.com/mumbai/shagun-mumbai-central/order","48 min","Chinese, Fast Food, North Indian, South Indian, Sichuan, Desserts, Beverages, Street Food","Shagun","3.9","₹200 for one","600+ orders placed from here recently","","","","","","","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","38 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Ice Cream, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","825+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","825+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","42 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Sichuan, Seafood","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","1175+ orders placed from here recently","https://www.zomato.com/mumbai/amore-gelato-tardeo/order","Amore Gelato","3.8","https://www.zomato.com/mumbai/moms-kitchen-1-mazgaon/order","Mom's Kitchen","4.4","50% OFF up to 100","https://www.zomato.com/mumbai/canteen-central-by-eatfit-fort/order","30 min","North Indian, Burger, Fast Food, Sichuan","Canteen Central by EatFit","4.0","₹200 for one","200+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","1175+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","49 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","BBQ, Chinese, Continental, North Indian, Kebab, Seafood, Mughlai, Sichuan","","₹200 for one","","75+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","33 min","https://www.zomato.com/mumbai/colaba-restaurants","Healthy Food, Ice Cream, Desserts, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","","1250+ orders placed from here recently","https://www.zomato.com/mumbai/delhi-zaika-mohammad-ali-road/order","Delhi Zaika","3.6","https://www.zomato.com/mumbai/getaway-desserts-girgaum/order","GetAWay - Desserts","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/beles-ashok-dugdhalaya-2-byculla/order","44 min","Mithai, South Indian, Sandwich, Street Food","Beles Ashok Dugdhalaya","4.3","₹200 for one","1825+ orders placed from here recently","","","","","","","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","42 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, North Indian, Mughlai, Sichuan","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","1425+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","1425+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","14 min","https://www.zomato.com/mumbai/colaba-restaurants","Ice Cream","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","","75+ orders placed from here recently","https://www.zomato.com/mumbai/pine-restaurant-mazgaon/order","Pine Restaurant","4.0","https://www.zomato.com/mumbai/go-zero-guilt-free-ice-creams-colaba/order","Go Zero - Guilt Free Ice Creams","3.8","50% OFF up to 100","https://www.zomato.com/mumbai/nomad-vegetarian-and-plant-based-pizza-series-chowpatty/order","46 min","Pizza","Nomad - Vegetarian And Plant Based Pizza Series","4.3","₹200 for one","150+ orders placed from here recently","","","","","","","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","42 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","South Indian, Desserts, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","3100+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","3100+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","37 min","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Chinese, Street Food, South Indian, Beverages, Sichuan","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","700+ orders placed from here recently","https://www.zomato.com/mumbai/dakshinayan-malabar-hill/order","Dakshinayan","4.0","https://www.zomato.com/mumbai/shri-annapurna-punjabi-dine-girgaum/order","Shri Annapurna Punjabi Dine","4.4","50% OFF up to 100","https://www.zomato.com/mumbai/voice-of-india-restaurant-girgaum/order","33 min","Chinese, North Indian, Mughlai, Maharashtrian, Seafood, Street Food, Biryani, Beverages","Voice Of India Restaurant","4.1","₹200 for one","700+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","700+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","700+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
