"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 18","sc-1hez2tp-0 19","sc-s1isp7-5 src 16","sc-1hez2tp-0 20","sc-s1isp7-5 src 17","sc-1hez2tp-0 21","sc-s1isp7-5 src 18","sc-1hez2tp-0 22","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4"
"","star-fill","star-fill","Pro extra 25% OFF","50% OFF up to 100","star-fill","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","61 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, South Indian, Street Food, Beverages","https://www.zomato.com/mumbai/powai-restaurants","₹250 for one","https://www.zomato.com/mumbai/powai-restaurants","1300+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","1300+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","33 min","https://www.zomato.com/mumbai/powai-restaurants","Chinese, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹250 for one","https://www.zomato.com/mumbai/powai-restaurants","525+ orders placed from here recently","Khasiyat The Paratha House","","China Town","4.1","50% OFF up to 100","39 min","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Mughlai, Chinese, Sichuan","₹250 for one","1200+ orders placed from here recently","Foodinn Place","3.9","Follows all Max Safety measures to ensure your food is safe","1200+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","50% OFF up to 100","","","","","","","https://www.zomato.com/mumbai/khasiyat-the-paratha-house-vile-parle-west/order","https://www.zomato.com/mumbai/china-town-1-vikhroli/order","https://www.zomato.com/mumbai/foodinn-place-marol/order","3.3"
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","43 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Mughlai, Kebab, Biryani","https://www.zomato.com/mumbai/powai-restaurants","₹500 for one","https://www.zomato.com/mumbai/powai-restaurants","775+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","775+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","61 min","https://www.zomato.com/mumbai/powai-restaurants","South Indian","https://www.zomato.com/mumbai/powai-restaurants","₹500 for one","","475+ orders placed from here recently","Kakori House","3.8","Atta Girl","4.3","50% OFF up to 100","25 min","","","Desserts, Waffle, Beverages","₹500 for one","2525+ orders placed from here recently","Bruffles","4.3","","","","50% OFF up to 100","","","","","","","https://www.zomato.com/mumbai/kakori-house-sakinaka/order","https://www.zomato.com/mumbai/atta-girl-vile-parle-west/order","https://www.zomato.com/mumbai/bruffles-powai/order",""
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","39 min","https://www.zomato.com/mumbai/powai-restaurants","Waffle, Desserts, Beverages","https://www.zomato.com/mumbai/powai-restaurants","₹500 for one","https://www.zomato.com/mumbai/powai-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","22 min","https://www.zomato.com/mumbai/powai-restaurants","Street Food, Mithai","https://www.zomato.com/mumbai/powai-restaurants","₹500 for one","","1925+ orders placed from here recently","Best Belgian Waffle","4.0","Gaurav Sweets And Namkeen","4.1","50% OFF up to 100","22 min","","","Ice Cream, Desserts","₹500 for one","225+ orders placed from here recently","Meemee's","4.0","","","","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","1925+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/best-belgian-waffle-mahakali/order","https://www.zomato.com/mumbai/gaurav-sweets-and-namkeen-powai/order","https://www.zomato.com/mumbai/meemees-vikhroli/order",""
"star-fill","star-fill","star-fill","Pro extra 20% OFF","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","46 min","https://www.zomato.com/mumbai/powai-restaurants","Chinese, Sichuan, Biryani, North Indian, Mughlai, Kebab, Seafood","https://www.zomato.com/mumbai/powai-restaurants","₹500 for one","https://www.zomato.com/mumbai/powai-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","43 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Mughlai, Malwani, Bengali, Biryani, South Indian, Seafood","https://www.zomato.com/mumbai/powai-restaurants","₹500 for one","","200+ orders placed from here recently","Spirit","3.8","Zesty Kitchen","3.8","50% OFF up to 100","37 min","","","Pizza, Italian","₹500 for one","900+ orders placed from here recently","Nomad Pizza - Traveller Series","4.2","","","","50% OFF up to 100","","","","","","","https://www.zomato.com/mumbai/spirit-marol/order","https://www.zomato.com/mumbai/zesty-kitchen-sakinaka/order","https://www.zomato.com/mumbai/nomad-pizza-traveller-series-powai/order",""
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","","35 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Mughlai, Biryani, Kebab, Chinese, Sichuan","","₹500 for one","","2800+ orders placed from here recently","","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","2800+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","41 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Mughlai, Chinese, Continental, Seafood, Biryani, Beverages, Desserts","https://www.zomato.com/mumbai/powai-restaurants","₹500 for one","https://www.zomato.com/mumbai/powai-restaurants","425+ orders placed from here recently","Nityan","3.8","Peninsula - Peninsula Grand Hotel","4.2","50% OFF up to 100","55 min","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","Biryani, North Indian, South Indian, Chinese, Street Food, Sichuan, Shake","₹500 for one","700+ orders placed from here recently","Jyoti Family Restaurant","3.9","Follows all Max Safety measures to ensure your food is safe","700+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","","","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/nityan-ghatkopar-west/order","https://www.zomato.com/mumbai/peninsula-peninsula-grand-hotel-sakinaka/order","https://www.zomato.com/mumbai/jyoti-family-restaurant-chakala/order",""
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","","45 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Chinese, Sichuan","","₹300 for one","","800+ orders placed from here recently","","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","54 min","https://www.zomato.com/mumbai/powai-restaurants","South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages, Shake, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","","450+ orders placed from here recently","Sai Punjab","3.8","Cafe Shringaar","4.0","50% OFF up to 100","55 min","","","North Indian, Chinese, Mughlai, Malwani, Sichuan","₹300 for one","400+ orders placed from here recently","Lucky Restaurant","3.8","","","","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","","","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/sai-punjab-mahakali/order","https://www.zomato.com/mumbai/cafe-shringaar-near-andheri-west-station/order","https://www.zomato.com/mumbai/lucky-restaurant-near-andheri-west-station/order",""
"star-fill","star-fill","star-fill","","50% OFF up to 100","","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","45 min","https://www.zomato.com/mumbai/powai-restaurants","Continental, Steak, Burger, Fast Food","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","https://www.zomato.com/mumbai/powai-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","31 min","https://www.zomato.com/mumbai/powai-restaurants","Middle Eastern, Arabian, Beverages","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","https://www.zomato.com/mumbai/powai-restaurants","1300+ orders placed from here recently","The Barn Grill","4.1","Bayroute","4.4","50% OFF up to 100","64 min","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","Bengali, Fast Food, Chinese","₹300 for one","1625+ orders placed from here recently","Oh! Bangla","3.5","Follows all Max Safety measures to ensure your food is safe","1625+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","1300+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/the-barn-grill-marol/order","https://www.zomato.com/mumbai/bayroute-powai/order","https://www.zomato.com/mumbai/oh-bangla-azad-nagar/order",""
"star-fill","","star-fill","","50% OFF up to 100","star-fill","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","47 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Chinese, Mughlai, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","https://www.zomato.com/mumbai/powai-restaurants","1150+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","1150+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","67 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Chinese, Malwani, Mughlai, Fast Food, Biryani, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","https://www.zomato.com/mumbai/powai-restaurants","175+ orders placed from here recently","Grill King","3.9","Hotel Canara","","50% OFF up to 100","23 min","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","Bakery, Rolls, Street Food, Mithai, Lebanese, Fast Food, Sandwich, Sichuan","₹300 for one","800+ orders placed from here recently","Janta Bakers","4.0","Restaurant partner follows WHO protocol","800+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/powai-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/powai-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/grill-king-1-goregaon-east/order","https://www.zomato.com/mumbai/hotel-canara-vile-parle-west/order","https://www.zomato.com/mumbai/janta-bakers-powai/order","3.5"
"","star-fill","star-fill","","50% OFF up to 100","star-fill","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","55 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","https://www.zomato.com/mumbai/powai-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","40 min","https://www.zomato.com/mumbai/powai-restaurants","Chinese, Thai, Biryani, Mughlai, North Indian, Beverages, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹300 for one","","225+ orders placed from here recently","Full On Punjab - Pure Veg","","Powaai Lunch Home","4.3","50% OFF up to 100","62 min","","","Sandwich, Fast Food, Sichuan","₹300 for one","750+ orders placed from here recently","Gayatri Sandwich","4.2","","","","50% OFF up to 100","","","","","","","https://www.zomato.com/mumbai/full-on-punjab-pure-veg-mahakali/order","https://www.zomato.com/mumbai/powaai-lunch-home-2-powai/order","https://www.zomato.com/mumbai/gayatri-sandwich-vile-parle-west/order","3.5"
"star-fill","","star-fill","","50% OFF up to 100","star-fill","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","47 min","https://www.zomato.com/mumbai/powai-restaurants","North Indian, Biryani, Fast Food, Desserts, Beverages","https://www.zomato.com/mumbai/powai-restaurants","₹200 for one","https://www.zomato.com/mumbai/powai-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Currently not accepting orders","https://www.zomato.com/mumbai/powai-restaurants","Kerala, Seafood, Biryani, South Indian","https://www.zomato.com/mumbai/powai-restaurants","₹200 for one","","500+ orders placed from here recently","Mann Punjabi","3.6","Spice Of Kerala","","50% OFF up to 100","61 min","","","Chinese, North Indian, Mughlai, Biryani","₹200 for one","350+ orders placed from here recently","Hotel Shree Bholenath","4.1","","","","50% OFF up to 100","","","","","","","https://www.zomato.com/mumbai/mann-punjabi-ghatkopar-east/order","https://www.zomato.com/mumbai/spice-of-kerala-marol/order","https://www.zomato.com/mumbai/hotel-shree-bholenath-vile-parle-east/order","3.9"
"","star-fill","star-fill","","50% OFF up to 100","star-fill","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","https://www.zomato.com/mumbai/powai-restaurants","28 min","https://www.zomato.com/mumbai/powai-restaurants","Chinese, Sichuan","https://www.zomato.com/mumbai/powai-restaurants","₹200 for one","https://www.zomato.com/mumbai/powai-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/powai-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/powai-restaurants","27 min","https://www.zomato.com/mumbai/powai-restaurants","Bakery","https://www.zomato.com/mumbai/powai-restaurants","₹200 for one","","2775+ orders placed from here recently","Sai Restaurant","","Pablo's","4.1","50% OFF up to 100","66 min","","","North Indian, South Indian, Chinese, Sandwich, Fast Food, Ice Cream, Shake, Beverages","₹200 for one","200+ orders placed from here recently","Gateway","4.3","","","","50% OFF up to 100","","","","","","","https://www.zomato.com/mumbai/sai-restaurant-3-vikhroli/order","https://www.zomato.com/mumbai/pablos-marol/order","https://www.zomato.com/mumbai/gateway-jogeshwari/order","3.5"
