"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 22"
"star-fill","star-fill","star-fill","50% OFF up to 100","61 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","North Indian, Chinese, Shake, Sichuan","","₹250 for one","","525+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","63 min","","Pizza, Italian, Fast Food, Desserts","","₹250 for one","","Shubh Sagar Restaurant","4.0","The Dough Therapy","3.8","","","Bunty Grill Sandwich Corner","4.3","50% OFF up to 100","39 min","Sandwich, Fast Food","₹250 for one","","575+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/shubh-sagar-restaurant-kurla/order","https://www.zomato.com/mumbai/the-dough-therapy-vikhroli/order","https://www.zomato.com/mumbai/bunty-grill-sandwich-corner-vile-parle-east/order","","Pro extra 15% OFF"
"star-fill","","star-fill","50% OFF up to 100","36 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Desserts, Ice Cream","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹50 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","70 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Seafood, Malwani, North Indian, Chinese, Shake, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹50 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Delight Punjabi Kulfi & Cold Drinks","4.0","Tunga Kitchen and Bar","","Restaurant partner follows WHO protocol","575+ orders placed from here recently","Avarya Flavours Of India","4.0","50% OFF up to 100","51 min","Mithai, Street Food","₹50 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/delight-punjabi-kulfi-cold-drinks-sion/order","https://www.zomato.com/mumbai/tunga-kitchen-and-bar-mahakali/order","https://www.zomato.com/mumbai/avarya-flavours-of-india-chembur/order","4.2",""
"star-fill","","star-fill","50% OFF up to 100","34 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Healthy Food, Salad, Sandwich, Continental, Wraps, Fast Food, Beverages, Desserts","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹50 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1350+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1350+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","64 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Continental, Japanese, Asian, Thai, Cantonese, Sushi, Momos, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹50 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","True Fit Gourmet","4.0","Chimichurri","","Follows all Max Safety measures to ensure your food is safe","1100+ orders placed from here recently","Medha Malvan","3.9","50% OFF up to 100","54 min","Malwani, Seafood, Bengali","₹50 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/true-fit-gourmet-hill-road-bandra-west/order","https://www.zomato.com/mumbai/chimichurri-marol/order","https://www.zomato.com/mumbai/medha-malvan-bandra-east/order","4.2","Pro extra 10% OFF"
"star-fill","","star-fill","50% OFF","65 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","Chinese, Asian, Oriental, Sushi, Thai, Japanese, Seafood, Desserts","","₹50 for one","","1250+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","47 min","","Bakery, Desserts, Beverages","","₹50 for one","","China Bistro","4.1","Smoor","","","","Prestige Veg Treat","4.0","50% OFF up to 100","49 min","North Indian, South Indian, Street Food, Fast Food, Pizza, Sandwich, Chinese, Desserts","₹50 for one","","350+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/china-bistro-chandivali/order","https://www.zomato.com/mumbai/smoor-mahakali/order","https://www.zomato.com/mumbai/prestige-veg-treat-near-andheri-east-station/order","4.2",""
"star-fill","star-fill","star-fill","50% OFF up to 100","36 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","Waffle, Desserts, Bakery, Beverages","","₹50 for one","","150+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","60 min","","Parsi","","₹50 for one","","Magic Pancakes","4.0","A Parsi Affair","3.2","","","New Step In Restaurant & Bar","3.8","50% OFF up to 100","44 min","North Indian, Malwani, Kebab, Chinese, Mughlai, Biryani, Sichuan","₹50 for one","","400+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/magic-pancakes-khar/order","https://www.zomato.com/mumbai/a-parsi-affair-girgaum/order","https://www.zomato.com/mumbai/new-step-in-restaurant-bar-mahim/order","","Pro extra 15% OFF"
"star-fill","","star-fill","50% OFF up to 100","28 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Mithai, Street Food","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3000+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3000+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","31 min","","Asian, Sushi, Chinese, Japanese, Thai, Beverages","","₹150 for one","","New Annapurna Sweet & Farsan","4.1","Kuai Kitchen","","","","Shraddha Fast Food","4.0","50% OFF up to 100","57 min","Street Food","₹150 for one","","50+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/new-annapurna-sweet-farsan-bandra-east/order","https://www.zomato.com/mumbai/kuai-kitchen-linking-road-bandra-west/order","https://www.zomato.com/mumbai/shraddha-fast-food-chembur/order","4.3",""
"","star-fill","star-fill","50% OFF up to 100","40 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Fast Food, Burger, Wraps, Lebanese, Kebab, North Indian, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","26 min","","Fast Food, Burger, Hot dogs, Wraps, Desserts, Beverages","","₹150 for one","","The Perfect Plate","","The Habitat Canteen","3.5","","","Chelaram Farsan","4.3","50% OFF up to 100","55 min","Mithai, Desserts","₹150 for one","","475+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","475+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/the-perfect-plate-mahim/order","https://www.zomato.com/mumbai/the-habitat-canteen-khar/order","https://www.zomato.com/mumbai/chelaram-farsan-chembur/order","4.1",""
"star-fill","star-fill","star-fill","50% OFF up to 100","50 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Chinese, North Indian, Seafood, Beverages, Shake, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","625+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","625+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","32 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Asian, Seafood, Chinese, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Victory Restaurant","3.9","Fat Choy","4.0","Follows all Max Safety measures to ensure your food is safe","1675+ orders placed from here recently","Magnumdelhi","4.0","50% OFF up to 100","63 min","North Indian, Chinese, Sichuan","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/victory-restaurant-near-andheri-west-station/order","https://www.zomato.com/mumbai/fat-choy-santacruz-west/order","https://www.zomato.com/mumbai/magnumdelhi-goregaon-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","38 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Asian, Chinese, Thai, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","40 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","North Indian, Chinese, Mughlai, Sandwich, Fast Food, Beverages, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Hungry Buddha - Asian Cuisine","4.0","New Cafe Sahar","3.7","Follows all Max Safety measures to ensure your food is safe","425+ orders placed from here recently","K C Roasters - A Koinonia Project","4.2","50% OFF up to 100","22 min","Cafe, Coffee, Beverages, Desserts","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3050+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3050+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hungry-buddha-asian-cuisine-santacruz-west/order","https://www.zomato.com/mumbai/new-cafe-sahar-chakala/order","https://www.zomato.com/mumbai/k-c-roasters-a-koinonia-project-khar/order","",""
"star-fill","","star-fill","50% OFF up to 100","27 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Chinese, North Indian, Mughlai, Continental, Desserts, Sichuan","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹400 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3700+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3700+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","North Indian, Biryani","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹400 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Sheetal Bukhara","4.0","Kebab Corner","","Follows all Max Safety measures to ensure your food is safe","1250+ orders placed from here recently","Sequel","4.0","50% OFF up to 100","24 min","Healthy Food, Salad, Continental, Desserts, Juices, Beverages","₹400 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","500+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/sheetal-bukhara-khar/order","https://www.zomato.com/mumbai/kebab-corner-mahakali/order","https://www.zomato.com/mumbai/sequel-pali-hill-bandra-west/order","4.1",""
