"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 23"
"star-fill","star-fill","star-fill","50% OFF up to 100","28 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","3700+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","3700+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","67 min","","Chinese, Momos, Asian, Sushi, Thai","","₹200 for one","","Sweet County","4.0","Dimsum Wū","3.9","","","B Burger - Bigger Burgers","4.1","50% OFF up to 100","46 min","Burger, Fast Food","₹200 for one","","625+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/sweet-county-carter-road-bandra-west/order","https://www.zomato.com/mumbai/dimsum-w-goregaon-east/order","https://www.zomato.com/mumbai/b-burger-bigger-burgers-lower-parel/order","","Pro extra 10% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","20 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Street Food, Mithai, Bakery","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4125+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4125+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","30 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Burger, Fast Food, Beverages, Wraps, Shake, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Punjab Sweet House","3.7","Bombay Burgers","4.4","Follows all Max Safety measures to ensure your food is safe","2125+ orders placed from here recently","Shreedevi","4.2","50% OFF up to 100","37 min","North Indian, Fast Food, Biryani, Chinese, Ice Cream, Desserts, Juices, Beverages","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","700+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","700+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/punjab-sweet-house-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/bombay-burgers-carter-road-bandra-west/order","https://www.zomato.com/mumbai/shreedevi-vile-parle-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","32 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Sindhi, North Indian, Chinese","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2950+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2950+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","38 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Burger, Fast Food, American, Finger Food, Desserts, Beverages, Continental","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Sindhful","4.1","Boss Burger","4.2","Follows all Max Safety measures to ensure your food is safe","300+ orders placed from here recently","Made Of Milk","4.0","50% OFF up to 100","22 min","Mithai, Desserts","₹200 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/sindhful-khar/order","https://www.zomato.com/mumbai/boss-burger-carter-road-bandra-west/order","https://www.zomato.com/mumbai/made-of-milk-khar/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","19 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Desserts, Ice Cream","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","52 min","","Chinese, Sichuan","","₹300 for one","","Gourmet Ice Cream Cakes by Baskin Robbins","3.7","Snackie Chan","4.2","","","The Bombay Curry","4.2","50% OFF up to 100","31 min","North Indian, Biryani, Kebab, Rolls, Mughlai, Lucknowi, Awadhi","₹300 for one","","1200+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1200+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/gourmet-ice-cream-cakes-by-baskin-robbins-santacruz-west/order","https://www.zomato.com/mumbai/snackie-chan-juhu/order","https://www.zomato.com/mumbai/the-bombay-curry-3-khar/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","21 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Cafe, Italian, Desserts, Beverages","","₹300 for one","","300+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","18 min","","Healthy Food, Beverages, Mediterranean, Burger, Desserts, Wraps, Pizza, Salad","","₹300 for one","","Coffee By Di Bella","3.8","HRX by EatFit","4.0","","","Wack Waffles & Brownies","3.5","50% OFF up to 100","37 min","Waffle, Desserts, Pancake, Beverages, Shake","₹300 for one","","150+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/coffee-by-di-bella-hill-road-bandra-west/order","https://www.zomato.com/mumbai/hrx-by-eatfit-khar/order","https://www.zomato.com/mumbai/wack-waffles-brownies-khar/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","55 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Maharashtrian, North Indian","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","3175+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","3175+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","43 min","","South Indian, North Indian, Continental, Pasta, Pizza, Street Food, Beverages, Desserts","","₹300 for one","","Chaurang Restaurant And Fast Food Joint","4.2","Shree Sunders","4.1","","","Speak Burgers by Vicky Ratnani","3.9","50% OFF up to 100","28 min","Burger, Fast Food","₹300 for one","","575+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/chaurang-restaurant-and-fast-food-joint-3-lower-parel/order","https://www.zomato.com/mumbai/shree-sunders-lower-parel/order","https://www.zomato.com/mumbai/speak-burgers-by-vicky-ratnani-pali-hill-bandra-west/order","",""
"","star-fill","star-fill","50% OFF up to 100","22 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Street Food, Fast Food, Mithai, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1000+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1000+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","","23 min","","Rolls, Wraps","","₹300 for one","","Trupti Farsan","","Signature Wraps & Rolls By Faasos","4.2","","","Firangi Bake","3.7","50% OFF up to 100","34 min","Italian, Mexican","₹300 for one","","50+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/trupti-farsan-khar/order","https://www.zomato.com/mumbai/signature-wraps-rolls-by-faasos-hill-road-bandra-west/order","https://www.zomato.com/mumbai/firangi-bake-hill-road-bandra-west/order","",""
"star-fill","","star-fill","50% OFF up to 100","38 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Pasta, Asian, Salad, Fast Food, Thai, Chinese, Healthy Food, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","49 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Fast Food, South Indian, Beverages, Sichuan, Juices","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Greenz","4.0","Aditi Juice Centre","","Follows all Max Safety measures to ensure your food is safe","975+ orders placed from here recently","Sridevi Veg Restaurant","3.9","50% OFF up to 100","34 min","North Indian, South Indian, Chinese, Fast Food, Desserts, Beverages","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","650+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/greenz-khar/order","https://www.zomato.com/mumbai/aditi-juice-centre-near-andheri-west-station/order","https://www.zomato.com/mumbai/sridevi-veg-restaurant-santacruz-west/order","3.5","Pro extra 15% OFF"
"","star-fill","star-fill","50% OFF up to 100","16 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1525+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1525+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","","32 min","","Biryani, North Indian, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","","Daniel Pâtissier","","Sanskari Biryani","4.3","","","Jeff Caterers","3.9","50% OFF up to 100","17 min","North Indian, Mughlai","₹250 for one","","450+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/daniel-p%C3%A2tissier-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/sanskari-biryani-khar/order","https://www.zomato.com/mumbai/jeff-caterers-1-hill-road-bandra-west/order","3.3","Pro extra 15% OFF"
"star-fill","star-fill","star-fill","50% OFF up to 100","27 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Pizza, Salad, Pasta, Sandwich, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2525+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2525+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","35 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Mughlai, Kebab, Biryani","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Ray's Cafe & Pizzeria","4.0","Kakori House","4.1","Restaurant partner follows WHO protocol","500+ orders placed from here recently","Art Of Dum","4.2","50% OFF up to 100","57 min","North Indian, Biryani, Desserts, Beverages","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1500+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1500+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/rays-cafe-pizzeria-hill-road-bandra-west/order","https://www.zomato.com/mumbai/kakori-house-reclamation-bandra-west/order","https://www.zomato.com/mumbai/art-of-dum-worli/order","",""
